feature	score	avg I	avg O
gene_pa_nagK	0.000969752943893	1.0(+/-)0.0	0.99(+/-)0.09
snp_PA14_40260_3592735	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_09520,mexI_817589	50.2014084507	0.5(+/-)0.5	0.04(+/-)0.19
snp_PA14_42750_3802440	47.3351472471	0.5(+/-)0.5	0.04(+/-)0.2
gene_pa_group_15179	7.49000317696	0.21(+/-)0.41	0.05(+/-)0.21
snp_PA14_53660_4760021	2.72112676056	0.0(+/-)0.0	0.19(+/-)0.4
snp_PA14_33350_2935241	2.16901408451	0.0(+/-)0.0	0.15(+/-)0.36
gene_pa_group_6834	2.05070422535	0.0(+/-)0.0	0.15(+/-)0.35
snp_PA14_08300,JF1_710639	0.788732394366	0.0(+/-)0.0	0.06(+/-)0.23
snp_PA14_09710,aldH_835468	0.118309859155	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_06480_568564	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_23670_2058739	1.31420090793	0.5(+/-)0.5	0.32(+/-)0.47
snp_PA14_26260_2291832	0.354929577465	0.0(+/-)0.0	0.03(+/-)0.16
snp_PA14_55230_4905215	0.354929577465	0.0(+/-)0.0	0.03(+/-)0.16
snp_PA14_65870_5868957	0.23661971831	0.0(+/-)0.0	0.02(+/-)0.13
genexp_PA14_43020	0.197868375975	3.32(+/-)1.58	3.54(+/-)1.22
snp_PA14_56960_5076881	0.157746478873	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_09970,fpvB_856719	0.0788732394366	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_27990_2422765	0.0788732394366	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_59320,pilS2_5284839	0.0788732394366	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_11080,cupB3_960640	nan	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_12590_1080593	0.315492957746	0.0(+/-)0.0	0.02(+/-)0.15
genexp_PA14_56360	0.304050550139	3.98(+/-)0.42	4.29(+/-)0.68
snp_PA14_25880,etfA_2257833	0.118309859155	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_60290,pilW_5371744	0.0394366197183	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_61000_5441318	0.0394366197183	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_12590_1080851	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_71970,wbpW_6415653	0.17444668008	0.71(+/-)0.45	0.82(+/-)0.39
snp_PA1052-PA1053,sRNA622_4508759	0.118309859155	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_43770_3897070	0.0788732394366	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_24580_2148163	0.0788732394366	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_58090_5169646	0.0394366197183	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_35150_3128394	0.0394366197183	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_59820_5328571	0.0394366197183	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_07800,djlA_671516	0.0394366197183	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_59200_5271060	0.0394366197183	0.57(+/-)0.49	0.35(+/-)0.48
snp_PA14_19640,ydgB_1695825	0.0394366197183	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_56620_5045781	0.0394366197183	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_34660,gntR_3078751	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_69550_6204675	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_68080_6074662	13.3145991333	0.5(+/-)0.5	0.13(+/-)0.33
snp_PA14_21480_1862629	8.89823124795	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_44320_3946802	nan	0.0(+/-)0.0	0.0(+/-)0.0
gene_pa_group_8133	8.37344064386	0.14(+/-)0.35	0.02(+/-)0.14
