feature	score	avg I	avg O
snp_PA14_35740,tpnA_3179383	8.29829140959	0.18(+/-)0.38	0.02(+/-)0.15
snp_PA14_14310_1221236	3.07142857143	0.04(+/-)0.19	0.0(+/-)0.0
gene_pa_group_23498	1.39700996678	0.07(+/-)0.26	0.02(+/-)0.15
snp_PA14_40040_3568241	0.651162790698	0.0(+/-)0.0	0.02(+/-)0.15
gene_pa_group_1590	0.325581395349	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_03000_265311	0.325581395349	0.0(+/-)0.0	0.01(+/-)0.11
gene_pa_group_1246	0.325581395349	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_19010_1642026	0.325581395349	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_35990_3202521	0.325581395349	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_49520,pyoS3A_4404367	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_46320,pyc_4122946	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_05360,pilJ_466121	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_61180_5456424	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_03810,aguA_343494	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_54080_4797266	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_72150_6429147	3.07142857143	0.04(+/-)0.19	0.0(+/-)0.0
snp_PA14_02620,mdcH_233287	0.976744186047	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_38010_3390926	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_01960_178224	3.07142857143	0.04(+/-)0.19	0.0(+/-)0.0
snp_PA14_05390,chpA_474709	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_69400,dsbH_6190321	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_39640,cobN_3531715	2.87043189369	0.07(+/-)0.26	0.01(+/-)0.11
snp_PA14_38970_3472937	1.39700996678	0.07(+/-)0.26	0.02(+/-)0.15
gene_pa_group_8978	1.3023255814	0.0(+/-)0.0	0.05(+/-)0.21
snp_PA14_00640,phzH_65908	0.651162790698	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_71970,wbpW_6414681	0.558324104836	0.61(+/-)0.49	0.74(+/-)0.44
snp_PA14_68720_6128253	0.325581395349	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_52070_4620628	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_72210_6433283	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_11090,cupB4_961675	1.7653820598	0.32(+/-)0.47	0.19(+/-)0.39
snp_PA14_69070,yhiH_6159542	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_21400,hrpA_1854743	nan	0.0(+/-)0.0	0.0(+/-)0.0
