feature	score	avg I	avg O
snp_PA14_03030,aroQ2_267418	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_39590,metE_3523573	nan	0.0(+/-)0.0	0.0(+/-)0.0
genexp_PA14_40100	0.131120602847	2.98(+/-)2.34	3.17(+/-)2.24
snp_PA14_66270,glnE_5906829	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_14310_1221236	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_38970_3473565	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_35740,tpnA_3179383	0.714893617021	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_32140,antC_2795748	0.153191489362	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_40040_3568241	0.102127659574	0.0(+/-)0.0	0.01(+/-)0.09
gene_pa_group_1246	0.0510638297872	0.0(+/-)0.0	0.0(+/-)0.07
snp_PA14_19010_1642026	0.0510638297872	0.0(+/-)0.0	0.0(+/-)0.07
gene_pa_group_23498	0.00673758865248	0.08(+/-)0.28	0.08(+/-)0.27
snp_PA14_35990_3202521	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_49520,pyoS3A_4404367	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_46320,pyc_4122946	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_05360,pilJ_466121	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_61180_5456424	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_03810,aguA_343494	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_54080_4797266	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_38010_3390926	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_05390,chpA_474709	19.5833333333	0.08(+/-)0.28	0.0(+/-)0.0
snp_PA14_00640,phzH_65908	8.81719858156	0.08(+/-)0.28	0.0(+/-)0.07
snp_PA14_71970,wbpW_6414681	1.65135108364	0.42(+/-)0.49	0.74(+/-)0.44
snp_PA14_72150_6429147	0.153191489362	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_02620,mdcH_233287	0.153191489362	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_01960_178224	0.153191489362	0.0(+/-)0.0	0.01(+/-)0.11
snp_PA14_68720_6128253	0.0510638297872	0.0(+/-)0.0	0.0(+/-)0.07
snp_PA14_38970_3472937	0.00673758865248	0.08(+/-)0.28	0.08(+/-)0.27
snp_PA14_52070_4620628	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_72210_6433283	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_11100,cupB5_964794	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_56480_5037356	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_03180_280801	5.26252955083	0.0(+/-)0.0	0.0(+/-)0.07
snp_PA14_11090,cupB4_961675	0.845399654974	0.25(+/-)0.43	0.14(+/-)0.35
snp_PA14_35650,pslH_3168969	nan	0.0(+/-)0.0	0.0(+/-)0.0
