feature	score	avg I	avg O
snp_PA14_48910_4348045	nan	0.13(+/-)0.34	0.12(+/-)0.32
snp_PA14_03000_265311	0.523076923077	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_43550_3878522	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_67630_6042808	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_62350,phuR_5562190	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_32140,antC_2795748	7.01709014967	0.13(+/-)0.34	0.03(+/-)0.17
snp_PA14_03030,aroQ2_267418	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_39590,metE_3523573	nan	0.0(+/-)0.0	0.0(+/-)0.0
genexp_PA14_40100	4.09831403967	3.78(+/-)1.9	3.22(+/-)2.28
snp_PA14_66270,glnE_5906829	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_14310_1221236	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_38970_3473565	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_35740,tpnA_3179383	4.09498781761	0.01(+/-)0.12	0.09(+/-)0.29
snp_PA14_40040_3568241	1.56923076923	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_49520,pyoS3A_4404367	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_46320,pyc_4122946	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_05360,pilJ_466121	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_61180_5456424	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_54080_4797266	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_38010_3390926	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_05390,chpA_474709	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_68720_6128253	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_39640,cobN_3531715	5.73529411765	0.04(+/-)0.21	0.0(+/-)0.0
snp_PA14_01960_178224	3.82352941176	0.03(+/-)0.17	0.0(+/-)0.0
snp_PA14_72150_6429147	1.56923076923	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_02620,mdcH_233287	1.56923076923	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_00640,phzH_65908	1.04615384615	0.0(+/-)0.0	0.02(+/-)0.12
gene_pa_group_1246	0.523076923077	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_19010_1642026	0.523076923077	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_35990_3202521	0.523076923077	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_03810,aguA_343494	0.523076923077	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_69400,dsbH_6190321	0.523076923077	0.0(+/-)0.0	0.01(+/-)0.09
gene_pa_group_23498	0.464592760181	0.04(+/-)0.21	0.07(+/-)0.25
snp_PA14_38970_3472937	0.464592760181	0.04(+/-)0.21	0.07(+/-)0.25
gene_pa_group_8978	0.434841628959	0.03(+/-)0.17	0.02(+/-)0.12
snp_PA14_71970,wbpW_6414681	0.370175093449	0.65(+/-)0.48	0.72(+/-)0.45
snp_PA14_52070_4620628	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_72210_6433283	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_36120_3219170	2.932239819	0.04(+/-)0.21	0.01(+/-)0.09
snp_PA14_69070,yhiH_6159542	1.91176470588	0.01(+/-)0.12	0.0(+/-)0.0
snp_PA14_11090,cupB4_961675	0.921763602251	0.25(+/-)0.43	0.18(+/-)0.39
