feature	score	avg I	avg O
snp_PA14_47080_4193420	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_50330_4473842	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_38780,pqqE_3459513	0.253731343284	0.01(+/-)0.12	0.0(+/-)0.0
snp_PA14_55610,dnaE2_4949421	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_26850_2336485	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_48910_4348045	nan	0.16(+/-)0.37	0.12(+/-)0.32
snp_PA14_03000_265311	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_43550_3878522	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_67630_6042808	0.253731343284	0.01(+/-)0.12	0.0(+/-)0.0
snp_PA14_62350,phuR_5562190	nan	0.01(+/-)0.12	0.0(+/-)0.0
snp_PA14_32140,antC_2795748	0.507462686567	0.03(+/-)0.17	0.0(+/-)0.0
snp_PA14_03030,aroQ2_267418	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_39590,metE_3523573	nan	0.0(+/-)0.0	0.0(+/-)0.0
genexp_PA14_40100	1.91499867523	3.39(+/-)2.3	4.1(+/-)1.85
snp_PA14_66270,glnE_5906829	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_14310_1221236	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_38970_3473565	nan	0.0(+/-)0.0	0.0(+/-)0.0
gene_pa_group_23498	0.000351185250219	0.12(+/-)0.32	0.12(+/-)0.32
gene_pa_group_1246	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_40040_3568241	1.09745390694	0.01(+/-)0.12	0.06(+/-)0.24
snp_PA14_19010_1642026	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_35740,tpnA_3179383	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_35990_3202521	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_49520,pyoS3A_4404367	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_46320,pyc_4122946	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_05360,pilJ_466121	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_61180_5456424	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_54080_4797266	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_72150_6429147	4.00614574188	0.01(+/-)0.12	0.12(+/-)0.32
snp_PA14_03810,aguA_343494	3.94117647059	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_02620,mdcH_233287	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_38010_3390926	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_01960_178224	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_00640,phzH_65908	3.94117647059	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_05390,chpA_474709	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_71970,wbpW_6414681	0.183782150002	0.75(+/-)0.44	0.65(+/-)0.48
snp_PA14_68720_6128253	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_69400,dsbH_6190321	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_52070_4620628	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_72210_6433283	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_36120_3219170	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_11090,cupB4_961675	1.69351105435	0.3(+/-)0.46	0.12(+/-)0.32
snp_PA14_39640,cobN_3531715	0.761194029851	0.04(+/-)0.21	0.0(+/-)0.0
gene_pa_group_8978	0.507462686567	0.03(+/-)0.17	0.0(+/-)0.0
snp_PA14_69070,yhiH_6159542	0.253731343284	0.01(+/-)0.12	0.0(+/-)0.0
snp_PA14_38970_3472937	0.000351185250219	0.12(+/-)0.32	0.12(+/-)0.32
