feature	score	std	#I-out-of-234	#O-out-of-148
genePA##,,group_13790	0.00238884281105	0.0165975830154	  (0, 0)	1.79254666674	  (0, 0)	0.156172349047
genePA##,,group_21936	0.00108547211699	0.0104577699443	  (0, 0)	1.48909545146	  (0, 0)	0.0472845599147
genePA##PA14_13900,,hin	0.00106603966963	0.0106435643378	  (0, 0)	1.85774193025	  (0, 0)	0.338324922567
genePA##PA14_22670,yrbF,mkl	0.00106595903524	0.0102909787507	  (0, 0)	1.76577902178	  (0, 0)	0.157304128154
genePA##PA14_08300,JF1,group_3264	0.0010622303637	0.01060386873	  (0, 0)	1.12342878499	  (0, 0)	1.3613136188
genePA##,,group_21833	0.00104980643623	0.0101578754369	  (0, 0)	1.54327357316	  (0, 0)	0.046419629804
genePA##,,group_11684	0.00104581819483	0.0105395309899	  (0, 0)	1.81041319911	  (0, 0)	0.151957943237
genePA##,,group_16648	0.00104342337581	0.00977691941189	  (0, 0)	1.73175911716	  (0, 0)	0.16102236095
genePA##,,group_13794	0.00104193094119	0.0104614330411	  (0, 0)	1.75939762779	  (0, 0)	0.174379571046
genePA##,,ptlE	0.00102980889323	0.00955685006866	  (0, 0)	1.79254666674	  (0, 0)	0.156172349047
genePA##,,group_11679	0.00102911679625	0.0109182952945	  (0, 0)	1.77221977843	  (0, 0)	0.157877901881
genePA##,,group_9975	0.00101127952933	0.0100465548825	  (0, 0)	1.74223815735	  (0, 0)	0.180086190722
genePA##PA14_01960,,mdtE	0.0010103056016	0.0116453840161	  (0, 0)	1.77935512313	  (0, 0)	0.15673564274
genePA##PA14_08030,,group_19743	0.000995473051724	0.00889105965464	  (0, 0)	1.99303286761	  (0, 0)	0.929291330664
genePA##,,group_1039	0.000991463938651	0.0093972175831	  (0, 0)	1.5142020295	  (0, 0)	0.0694443897655
genePA##,,group_21831	0.000990965433797	0.0106583540617	  (0, 0)	1.54301340212	  (0, 0)	0.046419629804
genePA##,,group_6672	0.000982436270665	0.0072786620641	  (0, 0)	1.45547989465	  (0, 0)	1.13244151393
genePA##PA14_22470,,yhaJ_4	0.000976614649744	0.0108406355862	  (0, 0)	1.55609204196	  (0, 0)	0.0635081851519
genePA##PA14_08270,,group_10755	0.000965799801001	0.00947699923656	  (0, 0)	1.15992777746	  (0, 0)	1.34874526012
genePA##PA14_62890,,group_8950	0.000963342881857	0.0102269253877	  (0, 0)	1.56453624001	  (0, 0)	1.32536822484
genePA##,,group_9708	0.000958884473902	0.00842531506337	  (0, 0)	1.80673608952	  (0, 0)	0.468576191961
genePA##,,group_4732	0.000950311970079	0.00965046697116	  (0, 0)	1.53982245717	  (0, 0)	0.100038926492
genePA##,,group_22317	0.000945846006521	0.00851231120779	  (0, 0)	1.49472090307	  (0, 0)	0.0988341025967
genePA##,,group_13837	0.000935876518156	0.00963402602101	  (0, 0)	1.57384514261	  (0, 0)	0.0927487689256
genePA##PA14_08090,gpFII,group_12707	0.000929536266645	0.00842446437062	  (0, 0)	1.98153815539	  (0, 0)	0.93408831215
genePA##,,group_642	0.000916063469705	0.010747090103	  (0, 0)	1.703008098	  (0, 0)	0.0437148633039
genePA##,,group_2550	0.000889163451824	0.00649907164867	  (0, 0)	1.33549947563	  (0, 0)	0.703154199748
genePA##,,group_6181	0.000887559001744	0.00968478996331	  (0, 0)	1.74495737545	  (0, 0)	0.180214148266
genePA##,,group_881	0.000886935908076	0.00906542296212	  (0, 0)	1.79869462486	  (0, 0)	0.314216804461
genePA##,,group_3296	0.000884699906366	0.0078077524768	  (0, 0)	1.80000112278	  (0, 0)	0.575383551588
genePA##,,group_11680	0.00088157587921	0.00981102697711	  (0, 0)	1.76577902178	  (0, 0)	0.157304128154
genePA##PA14_40240,,apxIB_1	0.000869545678692	0.00703544453937	  (0, 0)	1.58213888573	  (0, 0)	1.22057094118
genePA##,,group_21824	0.000862894327757	0.0102223778853	  (0, 0)	1.55728929936	  (0, 0)	0.0462105116602
genePA##PA14_08230,,group_15464	0.000860074169938	0.00902662146145	  (0, 0)	1.13089313584	  (0, 0)	1.343893008
genePA##,,group_21832	0.000856812170744	0.0105547863965	  (0, 0)	1.55728929936	  (0, 0)	0.0462105116602
genePA##,,group_9829	0.000856591913203	0.00967684917684	  (0, 0)	1.50526493792	  (0, 0)	0.0472845599147
genePA##,,group_6416	0.00084795197176	0.00904962776999	  (0, 0)	1.57158422185	  (0, 0)	0.063771628504
genePA##,,group_16649	0.000847166197061	0.00970674942809	  (0, 0)	1.76577902178	  (0, 0)	0.157304128154
genePA##,,group_11387	0.000844680600618	0.00925822307035	  (0, 0)	1.61381197445	  (0, 0)	0.106036975908
genePA##,,group_21825	0.000836317799105	0.0100981156785	  (0, 0)	1.56555475793	  (0, 0)	0.063771628504
genePA##,,group_4482	0.000833557781117	0.00687262967398	  (0, 0)	0.754122572232	  (0, 0)	1.06446097325
genePA##,,group_21829	0.000831391037298	0.00915972790348	  (0, 0)	1.55728929936	  (0, 0)	0.0462105116602
genePA##,,group_9974	0.000831208724256	0.00919191892506	  (0, 0)	1.77532820548	  (0, 0)	0.207975658566
genePA##,,group_23988	0.000825059879685	0.00785670426833	  (0, 0)	1.42821352151	  (0, 0)	0.10983757115
genePA##,,pglF_2	0.000814498849163	0.00767280693803	  (0, 0)	1.99574813514	  (0, 0)	0.840437676902
genePA##,,lmrA	0.000796733711211	0.00672772611726	  (0, 0)	1.07655337795	  (0, 0)	1.09121238725
genePA##,,group_10800	0.000795495957466	0.00702407630978	  (0, 0)	1.06451693543	  (0, 0)	1.09408288616
genePA##,,acrR_2	0.000788820641504	0.0090268813308	  (0, 0)	1.77935512313	  (0, 0)	0.15673564274
genePA##PA14_08050,,group_6766	0.000785178940359	0.00824358888643	  (0, 0)	1.99303286761	  (0, 0)	0.929291330664
genePA##PA14_08150,gpD,group_12708	0.00078330204091	0.00699892924143	  (0, 0)	1.98901084534	  (0, 0)	0.927415982554
genePA##,,fabF_2	0.000780736835156	0.0074950544923	  (0, 0)	1.76599802541	  (0, 0)	0.329137257396
genePA##,,topB_1	0.000775988544657	0.00885212938103	  (0, 0)	1.58431210912	  (0, 0)	0.0635081851519
genePA##,,group_704	0.000766491992955	0.00658874179291	  (0, 0)	1.45191618966	  (0, 0)	0.746515139779
genePA##,,group_11703	0.000764803100926	0.00895749691038	  (0, 0)	1.58431210912	  (0, 0)	0.0635081851519
genePA##,,group_22887	0.000759291105711	0.00575992281962	  (0, 0)	0.85863106576	  (0, 0)	0.194318814847
genePA##,,group_22316	0.000754785432834	0.00832614139768	  (0, 0)	1.47543439265	  (0, 0)	0.0992702530758
genePA##,,inhA	0.000754665025192	0.00724878791184	  (0, 0)	1.79045135403	  (0, 0)	0.313253272735
genePA##PA14_73110,,dctM_3	0.000753372763108	0.00687939002567	  (0, 0)	1.34332337813	  (0, 0)	1.35213438305
genePA##,,group_21795	0.000750675338161	0.00878357735608	  (0, 0)	1.79232272015	  (0, 0)	0.157877901881
genePA##,,group_3756	0.000745696342695	0.00842249876601	  (0, 0)	1.55728929936	  (0, 0)	0.0462105116602
genePA##,,group_11763	0.000742078892182	0.00726623805742	  (0, 0)	2.01407023875	  (0, 0)	0.830634464164
genePA##PA14_51120,,acrC_3	0.000739304337495	0.00869234685655	  (0, 0)	1.51353521358	  (0, 0)	1.34374113791
genePA##PA14_08120,,group_2755	0.000735586111357	0.00841290343443	  (0, 0)	1.99004655677	  (0, 0)	0.922257338688
genePA##,,group_5801	0.00073007891631	0.00684743526783	  (0, 0)	0.873510887443	  (0, 0)	1.06248499132
genePA##,,mmoC	0.000720335966562	0.00773753820531	  (0, 0)	2.05006220664	  (0, 0)	0.869380270999
genePA##PA14_08020,gpW,group_9201	0.000714060169607	0.00615514775869	  (0, 0)	1.99303286761	  (0, 0)	0.929291330664
genePA##,,group_689	0.000706016483283	0.00853383638673	  (0, 0)	1.77581684969	  (0, 0)	0.15673564274
genePA##,,hin_2	0.000698445743571	0.0079164832826	  (0, 0)	1.49100180058	  (0, 0)	0.0988341025967
genePA##,,group_14286	0.00069529480672	0.00706822329117	  (0, 0)	1.42821352151	  (0, 0)	0.0883334009989
genePA##,,group_920	0.000694203348563	0.00766757448201	  (0, 0)	1.78903613305	  (0, 0)	0.21435361305
genePA##,,group_11732	0.000688743345294	0.00806401322942	  (0, 0)	1.61852656121	  (0, 0)	0.0455990750623
genePA##PA14_19130,rhlI,anoI	0.000688670440873	0.00604343125973	  (0, 0)	1.72707185492	  (0, 0)	1.26288422374
genePA##,,group_10002	0.000678331978859	0.00844680730978	  (0, 0)	1.52053210864	  (0, 0)	0.149396683527
