feature	score	std	#I-out-of-135	#O-out-of-277
genePA##,,group_4175	0.00515331232176	0.0443550628037	  (0, 0)	1.65174644854	  (0, 0)	0.175929435234
genePA##,,group_11703	0.00257711290467	0.0281522159247	  (0, 0)	1.56081032831	  (0, 0)	0.106199810402
genePA##PA14_13900,,hin	0.00253987308023	0.0259294387449	  (0, 0)	1.5610433225	  (0, 0)	0.676901060465
genePA##,,group_920	0.00249963314603	0.0220314661493	  (0, 0)	1.46961415953	  (0, 0)	0.532688206245
genePA##,,group_22316	0.00245737075314	0.0239102942437	  (0, 0)	1.38804304023	  (0, 0)	0.23150789545
genePA##PA14_62890,,group_8950	0.0024531080268	0.0242310975645	  (0, 0)	0.666427659924	  (0, 0)	2.50736679698
genePA##,,aadB	0.00235043317256	0.0214151167297	  (0, 0)	1.25979894125	  (0, 0)	0.0489032994785
genePA##,,fic_2	0.00234431417655	0.0237398939322	  (0, 0)	1.495515177	  (0, 0)	0.355365130429
genePA##,,group_13792	0.00220842340838	0.0227331382999	  (0, 0)	1.46307294964	  (0, 0)	0.471879984084
genePA##PA14_51120,,acrC_3	0.00218735761262	0.018485571482	  (0, 0)	0.568298518373	  (0, 0)	2.58302660936
genePA##,,group_7165	0.00216263757609	0.0247630009986	  (0, 0)	1.54195548751	  (0, 0)	0.106640346279
genePA##,,group_41853	0.00216181168615	0.0230006105959	  (0, 0)	1.44906818194	  (0, 0)	0.112499385712
genePA##PA14_67220,,clsA	0.0021567822022	0.0199445565826	  (0, 0)	0.46408958824	  (0, 0)	2.5577681141
genePA##,,group_6204	0.00213174399666	0.0256467889383	  (0, 0)	1.51227275141	  (0, 0)	0.111346974179
genePA##,,group_196	0.0021316896086	0.0268616947108	  (0, 0)	1.52596293943	  (0, 0)	0.110849593476
genePA##,,group_16672	0.00212999468132	0.0225182616134	  (0, 0)	1.51227275141	  (0, 0)	0.111346974179
genePA##,,group_21404	0.00211917049258	0.0212351825421	  (0, 0)	1.35515559194	  (0, 0)	0.132574609087
genePA##,,group_21942	0.0021016612975	0.0234627097197	  (0, 0)	1.36743435824	  (0, 0)	0.173766875399
genePA##,,group_21832	0.00206552685033	0.0248709342904	  (0, 0)	1.51227275141	  (0, 0)	0.111346974179
genePA##,,group_2501	0.00206079169134	0.0257784766975	  (0, 0)	1.64537217694	  (0, 0)	0.193609598554
genePA##,,group_11709	0.00205856977453	0.0250694267279	  (0, 0)	1.54195548751	  (0, 0)	0.106640346279
genePA##,,group_6414	0.00201074066659	0.0260351034843	  (0, 0)	1.54798495143	  (0, 0)	0.106640346279
genePA##,,group_16720	0.00197350632956	0.0232543163123	  (0, 0)	1.36743435824	  (0, 0)	0.173766875399
genePA##,,group_16674	0.00195638006677	0.0210106485141	  (0, 0)	1.50551751365	  (0, 0)	0.13973096144
genePA##,,group_21934	0.00192364777539	0.0235301870058	  (0, 0)	1.47026895523	  (0, 0)	0.0710620441211
genePA##,,group_22318	0.00191426740981	0.0194969282457	  (0, 0)	1.38804304023	  (0, 0)	0.23150789545
genePA##,,group_4732	0.00187227493224	0.0210105828395	  (0, 0)	1.43687858685	  (0, 0)	0.181601418534
genePA##,,group_16873	0.00185362696131	0.018643433107	  (0, 0)	1.38804304023	  (0, 0)	0.23150789545
genePA##,,group_1377	0.00183384882189	0.0222938304829	  (0, 0)	1.54798495143	  (0, 0)	0.106640346279
genePA##,,group_209	0.00182771573859	0.0216747193623	  (0, 0)	1.56598880519	  (0, 0)	0.679045525278
genePA##,,group_13813	0.00178699542613	0.0231109057386	  (0, 0)	1.55179203877	  (0, 0)	0.127823676433
genePA##,,ptlF_3	0.00177773426701	0.0197556813755	  (0, 0)	1.46688739856	  (0, 0)	0.491111965175
genePA##,,group_10837	0.00176968805102	0.0230892557522	  (0, 0)	1.52692393098	  (0, 0)	0.174907490178
genePA##,,group_5350	0.00176211378065	0.018697969125	  (0, 0)	1.47077024886	  (0, 0)	0.500186319616
genePA##,,group_4525	0.00175301462563	0.0220662089882	  (0, 0)	1.53360759929	  (0, 0)	0.153676581561
genePA##PA14_33800,,fecI_10	0.00175017026993	0.0173891092923	  (0, 0)	0.453308934978	  (0, 0)	2.51576131368
genePA##PA14_53700,,group_6939	0.00174830093186	0.0187226061051	  (0, 0)	0.231508248362	  (0, 0)	2.45082950451
genePA##,,group_13845	0.00174647274123	0.0228575489628	  (0, 0)	1.48945951966	  (0, 0)	0.0939150960679
genePA##,,group_13844	0.0017419460309	0.0187096976108	  (0, 0)	1.49328301026	  (0, 0)	0.0908228801887
genePA##,,group_21831	0.00169971659067	0.0227750704829	  (0, 0)	1.51911629543	  (0, 0)	0.0905277004562
genePA##,,group_11711	0.00169779941484	0.0197594660447	  (0, 0)	1.54195548751	  (0, 0)	0.106640346279
genePA##,,group_895	0.00169650455474	0.0214808730547	  (0, 0)	1.64211833144	  (0, 0)	0.231984230964
genePA##,,group_16673	0.00166959631063	0.019271110522	  (0, 0)	1.54195548751	  (0, 0)	0.106640346279
genePA##,,group_21871	0.00166863550559	0.0204980531926	  (0, 0)	1.50309633395	  (0, 0)	0.155989654181
genePA##,,group_21935	0.00165968289963	0.0198835289057	  (0, 0)	1.48624018868	  (0, 0)	0.0707273745787
genePA##,,group_4170	0.00165685458686	0.0212605564238	  (0, 0)	1.6357404132	  (0, 0)	0.194359653881
genePA##,,group_21833	0.0016495752906	0.0212242105541	  (0, 0)	1.49805331016	  (0, 0)	0.111850856775
genePA##,,group_13849	0.00164584102224	0.0191223873132	  (0, 0)	1.35606388431	  (0, 0)	0.266646828834
genePA##,,group_3756	0.00164376515845	0.0232723693793	  (0, 0)	1.51227275141	  (0, 0)	0.111346974179
genePA##,,group_21834	0.00162104595704	0.0200708449454	  (0, 0)	1.49765647261	  (0, 0)	0.111850856775
genePA##,,group_5523	0.00159932443149	0.0209480985493	  (0, 0)	1.38387190423	  (0, 0)	0.360163868587
genePA##,,group_11723	0.00156954969629	0.0204653005723	  (0, 0)	1.38871937177	  (0, 0)	0.118060455488
genePA##,,group_13791	0.00156420062015	0.0205572761415	  (0, 0)	1.47740118271	  (0, 0)	0.470184090192
genePA##,,group_21937	0.00156249203666	0.0216647353032	  (0, 0)	1.48624018868	  (0, 0)	0.0707273745787
genePA##,,pcpR_9	0.00153413772712	0.0184712116729	  (0, 0)	1.37522120773	  (0, 0)	0.169968395905
genePA##PA14_62420,,group_3219	0.00151484110424	0.0136986200091	  (0, 0)	0.780268641658	  (0, 0)	2.42356421309
genePA##,,group_21791	0.00151226794583	0.0189528291001	  (0, 0)	1.48810789105	  (0, 0)	0.454691495185
genePA##,,group_13790	0.00149927304729	0.020561147468	  (0, 0)	1.47740118271	  (0, 0)	0.470184090192
genePA##,,group_579	0.00148006195327	0.0176516385101	  (0, 0)	1.46961415953	  (0, 0)	0.530606425672
genePA##,,katA_3	0.00145272457115	0.0174122164881	  (0, 0)	0.648102784566	  (0, 0)	2.50654119875
genePA##,,group_9974	0.0014404362431	0.0165188017051	  (0, 0)	1.46565107709	  (0, 0)	0.516542825124
genePA##,,group_11680	0.00143105032765	0.0187892704763	  (0, 0)	1.44834968227	  (0, 0)	0.473591508556
genePA##,,group_21824	0.00142955487137	0.0208675554478	  (0, 0)	1.51227275141	  (0, 0)	0.111346974179
genePA##,,group_1501	0.00141950211008	0.0206438946292	  (0, 0)	1.50551751365	  (0, 0)	0.13349571566
genePA##,,group_10049	0.00141817782258	0.0107825187922	  (0, 0)	0.646060370549	
genePA##,,group_16717	0.0014160764625	0.0189306376959	  (0, 0)	1.36743435824	  (0, 0)	0.175674195606
genePA##,,acrR_2	0.00140395019045	0.0170809711001	  (0, 0)	1.46307294964	  (0, 0)	0.471879984084
genePA##,,group_16649	0.00140077009794	0.0150714767676	  (0, 0)	1.44834968227	  (0, 0)	0.473591508556
genePA##,,group_286	0.00139563025524	0.0200005372406	  (0, 0)	1.36368050109	  (0, 0)	0.0976183597735
genePA##,,group_21941	0.00138518208998	0.0201972812885	  (0, 0)	1.38034628139	  (0, 0)	0.135667643974
genePA##,,group_6181	0.00138310198948	0.0194974168351	  (0, 0)	1.59399773292	  (0, 0)	0.323346720843
genePA##,,group_1119	0.00136423744445	0.0169468498885	  (0, 0)	1.49070887029	  (0, 0)	0.766544838732
genePA##,,group_21898	0.00136275190117	0.0192512826236	  (0, 0)	1.36900491103	  (0, 0)	0.0964421158961
