feature	score	std	#I-out-of-293	#O-out-of-102
genePA##,,group_12802	0.00522635253243	0.027001222046	  (0, 0)	2.50325455612	  (0, 0)	0.0667184148639
genePA##PA14_43970,lpdG,lpd	0.000579803420624	0.00597862684976	  (0, 0)	2.34237796819	  (0, 0)	0.828400458206
genePA##,,group_11181	0.000574635598268	0.00544749927666	  (0, 0)	2.06912714763	  (0, 0)	0.90286562501
genePA##,,group_4551	0.000574294734896	0.00661597222745	  (0, 0)	0.16029113188	  (0, 0)	0.32927216301
genePA##,,group_13556	0.000566021458716	0.00495677896564	  (0, 0)	0.0736170737436	  (0, 0)	0.195437194142
genePA##PA14_25470,,group_12607	0.000560920006058	0.0060656323261	  (0, 0)	2.35910183511	  (0, 0)	0.821859536164
genePA##PA14_38130,ycjJ,puuP_4	0.000556182442979	0.00525421336151	  (0, 0)	2.22150057664	  (0, 0)	0.740697615747
genePA##,,group_6158	0.000555654090635	0.00574273721088	  (0, 0)	2.02042939026	  (0, 0)	0.589794878215
genePA##,,group_7273	0.000554332016582	0.00514024696638	  (0, 0)	0.136436647915	  (0, 0)	0.264294395956
genePA##,,group_4546	0.000553270820129	0.00549240909645	  (0, 0)	0.370342586884	  (0, 0)	0.319533673355
genePA##PA14_33530,,group_6018	0.000546788510058	0.00545049783278	  (0, 0)	2.34986173759	  (0, 0)	0.800193638932
genePA##,,group_20929	0.000546453724518	0.00534946306355	  (0, 0)	0.350911295654	  (0, 0)	0.259807855469
genePA##,,group_5956	0.000546039823455	0.00500164030738	  (0, 0)	0.803752728796	  (0, 0)	0.298066357112
genePA##,,group_1735	0.000545934767403	0.00548680871554	  (0, 0)	0.288866175372	  (0, 0)	0.342668540779
genePA##,,group_15704	0.000545832247348	0.00476064573597	  (0, 0)	0.17581082557	  (0, 0)	0.214679932624
genePA##PA14_18660,,ybjJ	0.000543249478904	0.00591865793385	  (0, 0)	1.54782922519	  (0, 0)	0.70208600029
genePA##PA14_69540,,group_8211	0.000541705842634	0.0068288182053	  (0, 0)	1.1742219848	  (0, 0)	0.66680432789
genePA##,,kanJ	0.000541117285281	0.00693047697577	  (0, 0)	2.16347220435	  (0, 0)	0.888398257519
genePA##PA14_19270,,naiP	0.000540438919769	0.00453653372234	  (0, 0)	0.0926620042333	  (0, 0)	0.137853769341
genePA##PA14_25400,ugpQ,ugpQ	0.00053978537509	0.0060114626871	  (0, 0)	2.36307678131	  (0, 0)	0.728007945008
genePA##,,group_6520	0.000531373879709	0.00532408925721	  (0, 0)	0.180574913703	  (0, 0)	0.183966479047
genePA##,,group_11274	0.000530926706885	0.00541097861749	  (0, 0)	2.33344957009	  (0, 0)	0.765050446731
genePA##PA14_33320,,csy2	0.000529273186219	0.00528768450847	  (0, 0)	1.35158675257	  (0, 0)	0.715158856275
genePA##,,group_16449	0.000528670526323	0.00456831794393	  (0, 0)	1.68947380657	  (0, 0)	0.527602111363
genePA##,,group_314	0.000526844318549	0.00527879778933	  (0, 0)	0.121008693543	  (0, 0)	0.184631028022
genePA##,,lexA_1	0.000525004321455	0.00499167890513	  (0, 0)	0.887562977445	  (0, 0)	0.459747164961
genePA##PA14_35420,pvcB,group_4545	0.000522322816817	0.00566222889951	  (0, 0)	2.35914604731	  (0, 0)	0.751332902084
genePA##,,group_19797	0.000522189112995	0.00611168117734	  (0, 0)	2.29589200043	  (0, 0)	0.759512466396
genePA##PA14_36560,,group_20601	0.000519561743456	0.00643288576418	  (0, 0)	1.73271092243	  (0, 0)	0.563156544413
genePA##PA14_43190,,yfmJ	0.000518798610545	0.00655201111722	  (0, 0)	1.58343384372	  (0, 0)	0.696347512558
genePA##,,group_4131	0.000516919100393	0.00559521387695	  (0, 0)	2.18782906016	  (0, 0)	0.795581023052
genePA##,,group_21534	0.000514847701027	0.00591833835172	  (0, 0)	0.462212891755	  (0, 0)	0.37514055121
genePA##PA14_32360,,yofA_4	0.00051453551281	0.00524282997535	  (0, 0)	2.11012017978	  (0, 0)	0.854831224922
genePA##,,group_8647	0.000513382304963	0.00501202823098	  (0, 0)	0.183869011503	  (0, 0)	0.221986033472
genePA##,,rhmA	0.000511677147168	0.00572663826197	  (0, 0)	2.36123784592	  (0, 0)	0.816023063577
genePA##,,group_284	0.000506397728808	0.00563471286796	  (0, 0)	0.791736210586	  (0, 0)	0.547555949691
genePA##PA14_55840,,group_5989	0.000503867070692	0.00574793100344	  (0, 0)	2.33797239928	  (0, 0)	0.824912243971
genePA##PA14_25110,topA,topA_1	0.000503332443875	0.00514186935988	  (0, 0)	0.938839076399	  (0, 0)	0.517286878264
genePA##,,group_4742	0.00050258615396	0.00506109560609	  (0, 0)	0.616475670157	  (0, 0)	0.207394427006
genePA##,,rfbD_2	0.000501687409535	0.00640019305382	  (0, 0)	0.770294119614	  (0, 0)	0.473650631711
genePA##PA14_46950,,glnQ_3	0.00049522054291	0.00556360196517	  (0, 0)	2.24885243145	  (0, 0)	0.831910305105
