feature	score	avg I	avg O
gene_pa_group_16413	0.0686813186813	0.0(+/-)0.0	0.01(+/-)0.12
snp_PA14_33280,pvdL_2913245	0.0412087912088	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_22060_1918791	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_44510_3964142	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_67020_5982809	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_58260_5188888	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_61180_5456476	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_34130_3036049	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_46710_4163337	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_70270,algC_6264243	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_67560,typA_6035490	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_20050,hasF_1729318	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_30860,trbG_2679912	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_04630,ilvD_410975	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_56680,feoB_5050031	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_02990_262285	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_14310_1221243	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_69950_6241264	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_55400_4928068	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_68440_6105340	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_03800,oprE_341750	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_63830_5689861	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_20470_1759222	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_32790_2860275	0.0045867176302	0.2(+/-)0.4	0.19(+/-)0.39
gene_pa_nagK	0.000337776977121	1.0(+/-)0.0	0.99(+/-)0.09
snp_PA14_40260_3592735	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_26260_2291832	6.40879120879	0.2(+/-)0.4	0.02(+/-)0.15
snp_PA14_08300,JF1_710639	1.98793956044	0.2(+/-)0.4	0.05(+/-)0.22
snp_PA14_06480_568564	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_23670_2058739	1.66208791209	0.0(+/-)0.0	0.33(+/-)0.47
snp_PA14_53660_4760021	0.947802197802	0.0(+/-)0.0	0.19(+/-)0.39
genexp_PA14_43020	0.803804712277	4.28(+/-)0.5	3.53(+/-)1.24
snp_PA14_33350_2935241	0.755494505495	0.0(+/-)0.0	0.15(+/-)0.36
gene_pa_group_6834	0.714285714286	0.0(+/-)0.0	0.14(+/-)0.35
snp_PA14_42750_3802440	0.302197802198	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_09520,mexI_817589	0.288461538462	0.0(+/-)0.0	0.06(+/-)0.23
gene_pa_group_15179	0.260989010989	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_55230_4905215	0.123626373626	0.0(+/-)0.0	0.02(+/-)0.16
snp_PA14_65870_5868957	0.0824175824176	0.0(+/-)0.0	0.02(+/-)0.13
snp_PA14_56960_5076881	0.0549450549451	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_09710,aldH_835468	0.0412087912088	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_09970,fpvB_856719	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_27990_2422765	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_59320,pilS2_5284839	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_11080,cupB3_960640	nan	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_12590_1080593	0.10989010989	0.0(+/-)0.0	0.02(+/-)0.15
genexp_PA14_56360	0.0590788922907	4.5(+/-)0.56	4.28(+/-)0.68
snp_PA14_25880,etfA_2257833	0.0412087912088	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_60290,pilW_5371744	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_61000_5441318	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_12590_1080851	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_59690_5311287	4.37628850023	0.6(+/-)0.49	0.19(+/-)0.39
snp_PA14_33740,pvdP_2995746	1.92307692308	0.0(+/-)0.0	0.38(+/-)0.49
snp_PA14_30700_2662392	1.50653000845	0.2(+/-)0.4	0.64(+/-)0.48
snp_PA14_21480_1862629	1.21216457961	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_26930_2343506	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_34660,gntR_3078751	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_69550_6204675	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_68080_6074662	0.714285714286	0.0(+/-)0.0	0.14(+/-)0.35
snp_PA14_61200_5460235	0.425824175824	0.0(+/-)0.0	0.09(+/-)0.28
snp_PA14_08160,lys_701284	0.32967032967	0.0(+/-)0.0	0.07(+/-)0.25
snp_PA14_44320_3946802	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_59960_5340722	0.247252747253	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_32600_2831893	0.164835164835	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_15590_1322191	0.137362637363	0.0(+/-)0.0	0.0(+/-)0.0
gene_pa_group_8133	0.123626373626	0.0(+/-)0.0	0.02(+/-)0.16
snp_PA14_22350,actP_1945997	0.0824175824176	0.0(+/-)0.0	0.02(+/-)0.13
