feature	score	avg I	avg O
snp_PA14_69950_6241264	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_55400_4928068	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_68440_6105340	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_03800,oprE_341750	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_63830_5689861	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_20470_1759222	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_26930_2343506	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_68450_6108058	0.010593220339	0.67(+/-)0.47	0.64(+/-)0.48
gene_pa_nagK	0.000614754098361	1.0(+/-)0.0	0.99(+/-)0.09
snp_PA14_40260_3592735	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_42750_3802440	0.55	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_06480_568564	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_60290,pilW_5371744	40.0	0.11(+/-)0.31	0.0(+/-)0.0
snp_PA14_55230_4905215	14.8027777778	0.22(+/-)0.42	0.02(+/-)0.14
snp_PA14_09710,aldH_835468	12.0333333333	0.11(+/-)0.31	0.01(+/-)0.07
snp_PA14_11080,cupB3_960640	nan	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_25880,etfA_2257833	12.0333333333	0.11(+/-)0.31	0.01(+/-)0.07
snp_PA14_08300,JF1_710639	4.805	0.22(+/-)0.42	0.05(+/-)0.22
snp_PA14_12590_1080593	3.403125	0.11(+/-)0.31	0.02(+/-)0.14
snp_PA14_26260_2291832	2.84444444444	0.11(+/-)0.31	0.02(+/-)0.15
snp_PA14_09520,mexI_817589	0.525	0.0(+/-)0.0	0.06(+/-)0.23
gene_pa_group_15179	0.475	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_33350_2935241	0.331363636364	0.22(+/-)0.42	0.15(+/-)0.35
genexp_PA14_56360	0.133912694009	4.03(+/-)0.51	4.29(+/-)0.68
snp_PA14_12590_1080851	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_59200_5271060	40.0	0.44(+/-)0.5	0.36(+/-)0.48
snp_PA14_65870_5868957	5.10416666667	0.11(+/-)0.31	0.01(+/-)0.12
genexp_PA14_43020	0.504883377808	3.98(+/-)1.35	3.52(+/-)1.23
snp_PA14_56960_5076881	0.1	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA1052-PA1053,sRNA622_4508759	0.075	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_53660_4760021	0.061231884058	0.22(+/-)0.42	0.19(+/-)0.39
gene_pa_group_6834	0.0581730769231	0.11(+/-)0.31	0.14(+/-)0.35
snp_PA14_09970,fpvB_856719	0.05	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_43770_3897070	0.05	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_24580_2148163	0.05	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_27990_2422765	0.05	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_59320,pilS2_5284839	0.05	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_35150_3128394	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_59820_5328571	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_61000_5441318	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_07800,djlA_671516	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_19640,ydgB_1695825	0.025	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_56620_5045781	0.025	0.0(+/-)0.0	0.0(+/-)0.05
